 -5.92743545e+00 -9.61745820e+00 2.36945852e+00 5.66079396e-02 -2.51728873e-01 -6.92881708e-01 1.46029578e+00 4.33645417e-01 4.63200414e-01 -1.83148818e+00 -5.77435904e-01 -4.89664775e-01 1.14161263e+00 2.31981031e+00 -1.48756598e+00 -1.38768117e+00 1.41496097e+00 2.06705982e+00 -1.63764976e+00 -4.44002732e-02 -6.86052134e-01 1.58311677e+00 -1.07245203e+00 -9.38255663e-01 -4.21930787e-01 2.25289183e-01 5.33083976e-01 -7.38827701e-02 -4.77663473e-02 1.77284085e+00 3.85104047e-01 -4.89460858e-01 4.98680370e-01 3.10037672e-01 2.89046342e-02 3.05108380e-01 -1.53525479e-01 1.00878691e-01 -4.14165824e-01 7.35314402e-01 1.10432892e+00 -3.78530924e-01 -4.40396775e-01 -3.20895969e-01 4.39982880e-01 3.58881182e-01 4.81364365e-01 -3.60577293e-01 2.68886627e-01 4.67269704e-01 1.61614943e-01 -1.21101757e+00 1.00000000e+00
 -3.38617006e+00 -7.02642071e+00 1.49996653e-01 8.30002776e-01 2.65911399e-01 2.55424085e-01 1.02465220e+00 -1.16196304e+00 1.09862146e+00 -2.05108162e+00 -9.20131213e-01 -6.14183468e-01 1.02009878e+00 1.47199841e+00 -1.81504825e+00 -1.29945720e+00 1.14300679e+00 9.50113880e-01 -1.29781214e+00 9.11543416e-02 -3.73922320e-01 1.67298735e+00 -1.22631552e-02 -7.72991388e-01 -8.43393623e-01 4.52901698e-01 3.73360285e-01 -2.69863109e-01 -5.59548683e-01 1.05003913e+00 9.98808369e-01 2.18146736e-01 -6.49360771e-01 3.42835584e-01 1.65149904e-01 4.21134525e-02 5.39987661e-01 -1.60556214e-01 -1.04084107e-01 1.95635231e-01 1.04568424e+00 2.39549011e-01 -7.37728230e-01 -6.84811702e-02 -4.42591800e-01 -4.01343620e-01 2.03123765e-01 -4.91281758e-02 -8.94733414e-02 7.03272471e-01 1.61376936e-02 -6.09490986e-01 1.00000000e+00
 -3.35271581e+00 -7.36565458e+00 1.37351962e-01 8.72642635e-01 2.06016382e-01 1.43438306e-01 1.16649026e+00 -9.73986588e-01 1.14701497e+00 -2.30812692e+00 -1.04004555e+00 -7.34565821e-01 1.14756109e+00 1.52353997e+00 -1.90355030e+00 -1.50405303e+00 1.32170792e+00 9.12246338e-01 -1.19461599e+00 1.20344944e-01 -4.67576770e-01 1.70353606e+00 7.05916311e-03 -8.79035974e-01 -8.49982999e-01 7.73431415e-01 2.34364045e-01 -3.41160949e-01 -5.89343766e-01 1.21400043e+00 9.92720939e-01 2.65496472e-01 -8.27130043e-01 5.52799699e-01 1.62506228e-01 1.79651709e-01 9.82582748e-01 -3.27972274e-01 -2.09028490e-01 2.23460755e-01 8.23626144e-01 4.06728716e-01 -1.08114147e+00 -3.03256003e-02 -3.91011902e-01 5.98110210e-02 1.05566035e-01 -6.22415838e-02 1.73696579e-01 4.57514011e-01 -2.18882877e-01 -7.14841847e-01 1.00000000e+00
 -1.03651489e+01 -1.20779948e+01 5.18763334e+00 -5.74247097e+00 -4.73552332e+00 3.17315468e+00 4.91765869e+00 7.64869623e-02 1.76907326e+00 -2.42198829e+00 4.94753516e-03 -2.04591345e-01 5.91593631e-01 1.03900809e+00 -9.36717139e-01 -1.87902121e+00 1.15206095e+00 1.60844158e+00 2.70929397e-01 -3.36197279e-01 8.10796667e-02 1.63387832e+00 -7.94976936e-01 -4.51194731e-01 7.95121195e-01 2.64326558e-01 1.86324746e-02 -1.00471293e-01 1.86063887e-01 3.10383722e-01 8.61852050e-01 -3.20944691e-02 -3.41399336e-01 7.17290442e-01 6.89161942e-01 -6.49442411e-01 1.04354260e-01 5.14042679e-01 -1.11629196e-01 1.64144854e-01 9.95496068e-01 -4.11566625e-01 -5.40063509e-01 -2.42561338e-01 5.12839803e-01 1.02062689e+00 -4.12941170e-02 -7.51874574e-02 -4.73323768e-01 -6.13825634e-02 -4.00936684e-01 -1.41562590e-01 1.00000000e+00
 -4.73591152e+00 -5.19689864e+00 2.18648179e+00 -7.43220012e-01 6.98714100e-01 -2.99968109e-01 1.36064917e+00 1.35129947e+00 2.46353772e-01 -1.63729766e+00 -7.74300218e-01 -1.77074665e-02 1.52646509e+00 1.60329949e+00 -1.36153910e+00 -6.61160635e-02 -5.03483545e-02 7.94545163e-01 -1.66330064e+00 -1.58452361e-01 -1.31864004e+00 -3.34343903e-01 4.52928207e-01 -1.04423624e+00 -1.13202417e+00 2.00655723e-01 2.32282681e-01 4.04731587e-01 -3.64290858e-01 1.11656332e+00 -2.24639569e-01 -5.29381009e-01 1.19495673e-01 -2.65012717e-01 6.56635856e-01 -5.05748662e-02 1.66337171e-01 1.34358970e-01 -1.95824022e-01 5.35038449e-01 1.19355159e+00 -3.75731318e-01 -5.62899147e-01 3.44399531e-01 -3.90856532e-02 3.52812539e-01 1.95710725e-01 -4.68738186e-01 2.95779615e-01 2.21520152e-01 3.96914157e-02 -8.88146526e-01 1.00000000e+00
 -3.66355528e+00 -6.77194689e+00 4.19873085e-01 1.16789522e+00 4.84785957e-02 1.23999888e-01 8.37024139e-01 -1.26206074e+00 1.40431211e+00 -2.32747745e+00 -8.42829594e-01 -7.67632909e-01 1.02067452e+00 1.22831939e+00 -1.50407628e+00 -1.12533514e+00 1.34113702e+00 1.08351355e+00 -9.57385593e-01 7.48132630e-02 -4.18169497e-01 1.93729137e+00 -2.98678019e-01 -6.81272649e-01 -7.98974400e-01 6.13747667e-01 2.57353338e-02 2.01776761e-01 -2.40811132e-01 7.50876700e-01 7.14135561e-01 -2.70867019e-01 -2.53046920e-01 1.07940254e-01 -1.86723889e-01 1.26953284e-01 2.36777924e-01 -1.93138530e-01 -1.80237917e-01 3.06475869e-01 1.32043649e+00 4.11972733e-01 -5.68973831e-01 3.03379695e-01 -7.74275199e-01 -3.07492364e-01 3.07897322e-01 -1.25306053e-01 -1.48651941e-02 5.19804316e-01 -1.32945155e-01 -5.17378016e-01 1.00000000e+00
 2.50583836e+00 -1.90429869e+01 6.57846478e+00 2.89481862e+00 2.40454179e+00 1.10217978e+00 3.46487459e+00 2.17167314e+00 6.43048687e+00 -6.34587255e-01 -1.96324179e+00 -1.19287506e+00 2.35761022e+00 1.31464399e+00 -1.71842974e+00 -1.91465074e+00 1.17376987e-01 1.38276257e+00 -1.31821286e+00 2.22244965e-01 9.80735926e-01 2.06291838e+00 9.58091420e-01 -9.68193469e-01 -6.86921930e-01 8.06049198e-01 4.41262482e-01 -1.26222135e-01 -9.36219231e-01 -4.74391839e-02 1.06032931e+00 8.92292468e-01 -4.26941902e-01 3.96915994e-01 -9.21512311e-02 -8.92128456e-02 1.51714739e-01 3.25482277e-01 -6.31464951e-01 1.62979716e-02 1.63006951e+00 -8.05601104e-01 -6.06053637e-01 -2.55549496e-01 3.24984760e-01 6.05820089e-01 2.30369916e-01 1.84922007e-01 -1.37050604e-01 5.59712004e-01 2.94997968e-02 -9.59733704e-01 1.00000000e+00
 -3.60633684e+00 -7.05005907e+00 2.21349173e-01 1.04870030e+00 3.75002829e-01 9.29151231e-02 1.09217962e+00 -9.49807760e-01 1.32476174e+00 -2.21731377e+00 -9.93859505e-01 -7.76642604e-01 7.99053594e-01 1.42907244e+00 -1.80502958e+00 -1.17379235e+00 1.43879861e+00 1.13215867e+00 -9.98275226e-01 5.85585789e-02 -7.08265041e-01 1.62360957e+00 -1.23492151e-01 -7.18612181e-01 -8.72617326e-01 5.49086515e-01 1.05888870e-01 -2.30852967e-01 -3.80393660e-01 8.67414000e-01 9.16462711e-01 -3.11478501e-02 -5.13169037e-01 2.84428602e-01 5.67993304e-02 -6.28540102e-02 6.12545463e-01 -2.83159641e-01 -1.21828841e-01 2.59666742e-01 1.15447867e+00 3.21477445e-01 -7.83713634e-01 -1.85026153e-01 -5.78215337e-01 -3.24682775e-01 4.49546704e-01 -2.66692582e-02 -7.03686528e-02 6.65316087e-01 2.49860187e-01 -7.77891504e-01 1.00000000e+00
 -3.92784688e+00 -6.92137006e+00 7.00835658e-01 8.72661327e-01 2.59215189e-01 -7.54295568e-02 1.03697356e+00 -9.15525611e-01 1.10060285e+00 -1.97930544e+00 -8.89299190e-01 -7.97880928e-01 9.35801456e-01 1.61563500e+00 -1.59301426e+00 -1.28876376e+00 1.48841949e+00 1.29332915e+00 -1.09193898e+00 1.04827786e-01 -6.27496133e-01 1.78491279e+00 -1.66456247e-01 -8.56704175e-01 -1.02452964e+00 6.24999638e-01 4.27811808e-01 -8.42551296e-02 -2.69249623e-01 1.08249452e+00 9.21213676e-01 -1.02118991e-01 -3.48070297e-01 3.43875212e-01 1.04859353e-01 -1.93753540e-03 6.49342593e-01 -2.96376700e-01 -1.83346772e-01 3.10781130e-01 1.21251302e+00 2.38444607e-01 -8.28979560e-01 8.41020926e-02 -5.36177326e-01 -2.26434467e-01 2.93091184e-01 -2.77184598e-01 4.30452406e-02 5.83471355e-01 1.22597515e-02 -7.27135178e-01 1.00000000e+00
 -4.33517962e+00 -6.36630401e+00 1.12631860e+00 8.73102267e-01 3.51450599e-01 -2.45933080e-01 1.16913532e+00 -7.23316265e-01 1.63402058e+00 -2.35734671e+00 -1.06479717e+00 -5.39488511e-01 1.19624339e+00 1.74781265e+00 -1.08688433e+00 -1.49588336e+00 1.65797496e+00 9.62775844e-01 -1.46112895e+00 2.43805403e-02 -4.16207017e-01 1.98902015e+00 -3.33143378e-01 -8.85438954e-01 -5.64705943e-01 7.02375526e-01 4.08074850e-01 1.24048378e-01 -1.01722700e-03 4.27137584e-01 6.95234513e-01 -4.16014740e-01 -2.31831287e-01 3.16135348e-03 -1.36570618e-01 3.12586243e-02 5.15216951e-02 -9.38454348e-01 -7.92184312e-01 4.56032231e-01 1.15650685e+00 2.15014869e-01 -8.18435048e-01 1.93824914e-01 -4.22838682e-01 -1.02789409e-01 7.29854148e-01 3.15048563e-01 9.31638012e-02 -2.89528586e-02 -1.28079274e+00 -5.07721516e-01 1.00000000e+00
